PMID,gene,drug,interaction
8058773,g147,d3554,inhibitor
17016423,g1884,d3440,no_interaction
19020136,g449,d2658,antagonist
12563315,g1027,d2715,agonist
11952155,g1884,d2969,inhibitor
17016423,g2099,d3123,no_interaction
17016423,g830,d2595,no_interaction
17016423,g2412,d1736,no_interaction
17133434,g890,d3223,binder
10873710,g38,d2940,inhibitor
17016423,g730,d1868,no_interaction
9015795,g658,d3096,antagonist
17016423,g293,d1736,no_interaction
10077001,g183,d2136,agonist
17222819,g1066,d159,inhibitor
15198222,g1884,d2065,inhibitor
16723497,g1116,d3456,antagonist
16267649,g742,d1746,inhibitor
17016423,g36,d2456,no_interaction
17016423,g618,d2676,no_interaction
1361012,g1113,d2647,antagonist
17016423,g574,d3504,no_interaction
20512624,g2143,d2248,inhibitor
7855217,g656,d2956,antagonist
12679420,g1040,d3047,cofactor
17016423,g2148,d2385,no_interaction
26416827,g437,d2516,modulator
15205346,g1718,d457,inhibitor
17016423,g830,d2261,no_interaction
17016423,g1697,d2146,no_interaction
11952155,g1883,d2969,inhibitor
8826571,g147,d3554,inhibitor
17016423,g1645,d3123,no_interaction
16839786,g1337,d3458,inhibitor
17016423,g447,d1693,no_interaction
16230390,g366,d226,antagonist
17016423,g1601,d2409,no_interaction
17016423,g2366,d1740,no_interaction
25249580,g1320,d2630,agonist
18321241,g1931,d114,agonist
10882160,g487,d3395,inhibitor
12742462,g798,d3206,other
12073167,g353,d2873,agonist
2870716,g656,d2474,antagonist
19997047,g82,d2880,antagonist
17016423,g1883,d1740,no_interaction
15198222,g1883,d2065,inhibitor
19450172,g931,d1826,antagonist
20072833,g2437,d1815,inhibitor
17016423,g2148,d2670,no_interaction
8144028,g874,d2208,agonist
17016423,g2402,d2750,no_interaction
11060833,g1884,d3481,inhibitor
17016423,g183,d3100,no_interaction
17016423,g1113,d2784,no_interaction
16939423,g1807,d2579,agonist
17016423,g2148,d3440,no_interaction
11873938,g487,d3395,inhibitor
15102873,g1116,d2834,antagonist
16714133,g1416,d1771,cofactor
